id_plano_trabalho,situacao_plano_trabalho,ind_orcamento_proprio_plano_trabalho,data_inicio_execucao_plano_trabalho,data_fim_execucao_plano_trabalho,prazo_execucao_meses_plano_trabalho,id_plano_acao,classificacao_orcamentaria_pt,ind_justificativa_prorrogacao_atraso_pt,ind_justificativa_prorrogacao_paralizacao_pt,justificativa_prorrogacao_pt,uf_beneficiario_plano_acao
6823,Enviado para Análise,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,36935,"´Órgão: 09 SECRETARIA MUNIC. DE AGRICULTURA
Unidade: 001 SECRETARIA MUN AGRICULTURA
Funcional: 0020.0451.1004
Ação: 2115 PAVIMENTAÇÃO E INFRAESTRUTURA VIÁRIA 
RURAL
Elemento 34.490.519.900.000.000.000 Outras obras e instalacoes
Vínculo: 07060008 Transferência Especial da União - Emenda 
202339200001 - Investimento",False,False,,
23176,Em Complementação,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,17919,Pavimentação  em ruas do município de Orobó,False,False,,
11670,Em Complementação,Sim,2022-07-01T00:00:00,2024-07-01T00:00:00,24,17258,"A PREFEITURA ESTÁ REAVALIANDO O PLANO DE AÇÃO POR NÃO CONTEMPLAR AQUISIÇÃO DE IMÓVEL. 
Foi aberto chamado na Transferegov na época e foi nos dito que o recurso de transferência especial contemplava a aquisição de imóveis. Solicitamos esclarecimentos de como proceder este ajuste.
",False,False,,
12626,Em Complementação,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,70847,"15.452.0012.1004 CONSTRUÇÃO/RESTAURAÇÃO DE PRAÇAS, PARQUES E JARDINS",False,False,,
13991,Enviado para Análise,Sim,2020-06-26T00:00:00,2023-06-26T00:00:00,36,3301,"Unidade Orçamentária: 15013 - SECRETARIA DE OBRAS, TRANSP E SERVIÇOS PÚBLICOS
Função: 15 - Urbanismo
SubFunção: 451 - Infraestrutura Urbana
Programa: 0003 - GESTÃO DE INFRA-ESTRUTURA E SERVIÇOS URBANOS
Ação: 8324 - MANUTENÇÃO DOS SERVIÇOS COM RECURSOS DE EMENDA PARLAMENTAR
Natureza Despesa: 44905200 - Equipamentos e Material Permanente
SubElemento: 44905227 - Veículos Diversos
Fonte: 17063110 - Transferência Especial da União

Unidade Orçamentária: 15013 - SECRETARIA DE OBRAS, TRANSP E SERVIÇOS PÚBLICOS
Função: 15 - Urbanismo
SubFunção: 451 - Infraestrutura Urbana
Programa: 0003 - GESTÃO DE INFRA-ESTRUTURA E SERVIÇOS URBANOS
Ação: 1047	PAVIMENTAÇÃO, ABERTURA E RECUPERAÇÃO DE RUAS E AVENIDAS
Natureza de Despesa:	44905100	Obras e Instalações
SubElemento:	44905103	Obras E/ou Edificações Para Uso Comum do Povo
Fonte:	17063110	Transferência Especial da União

",False,False,,SE
28841,Enviado para Análise,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,14522,"ORGÃO - 030801 SECRETARIA MUNICIPAL DE INFRAESTRUTURA
UNIDADE - 030801 SECRETARIA MUNICIPAL DE INFRAESTRUTURA
ATIVIDADE - 15.122.111.2.025
ATIVIDADE MANUTENÇÃO DOS SERVIÇOS ADMINISTRATIVOS-INFRA-
ESTRUTURA
FUNÇÃO - 451 INFRA-ESTRUTURA
SUBFUNÇÃO - 109 INFRAESTRUTURA PARA O DESENVOLVIMENTO
PRORAMA - 109
INFRAESTRUTURA PARA O DESENVOLVIMENTO ELEMENTO DA
DESPESA: 4.4.90.52.00 - 15000000 - EQUIPAMENTOS E MATERIAL
PERMANENTE",False,False,,
10120,Em Complementação,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,12361,"01 - Prefeitura Municipal
05 - Departamento de Saúde
4.4.90.52.35 - Equipamentos e Material Permanente
10.301.0150.2025.000 - Operação e Manutencao das Unidades Básicas de Saúde",False,False,,
2639,Enviado para Análise,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,74386,"Órgão 08 - Secretaria Municipal de Educação, Ciência, Tecnologia e Inovação
Unidade Orçamentária: 04 - Serviços de Educação
Função: 12 - Educação
Subfunção: 365 - Educação Infantil
Programa: 2001 - Mais Educação
Ação: 1007 - Construção, Ampliação e Reforma de Unidades do Ensino Fundamental
Natureza da Despesa: 44.90.51.00 
Código de Aplicação: 8000000
Valor R$ 1.000.000,00",False,False,,
24600,Em Complementação,Sim,2021-09-24T00:00:00,2024-09-24T00:00:00,36,11688,"Objeto: Massa Asfáltica, materiais para tapa-buraco. 
Dotação Orçamentaria: 02.06.12.361.0017.1.105.4.4.90.52.00 - Ficha 0101

",False,False,,
10935,Enviado para Análise,Sim,2024-07-03T00:00:00,2026-01-03T00:00:00,18,70260,4.4.90.51 - Obras e Instalações ,False,False,,
18718,Enviado para Análise,Sim,2023-12-28T00:00:00,2026-12-28T00:00:00,36,42585,"UNIDADE ORÇAMENTÁRIA:	20600 - SECRETARIA MUNICIPAL DE CULTURA, ESPORTE E LAZER
FUNÇÃO:	27 - DESPORTO E LAZER
SUBFUNÇAÕ:	812 - DESPORTO COMUNITARIO
PROGRAMA:	4 - FOMENTANDO O DESPORTO COMUNITARIO, MANIFESTACOES CULTURAIS E DE LAZER
AÇÃO:	1044 - CONSTRUCAO, REFORMA E/OU AMPLIACAO DO GINASIO DE ESPORTES
FONTE:	17063110 - Transferência Especial da União
CLASSIFICAÇÃO ECONÔMICA:	4490510000 - OBRAS E INSTALACOES
SUBELEMENTO DE DESPESA:	03 - OBRAS E/OU EDIFICACOES PARA USO COMUM DO POVO
",False,False,,
30484,Enviado para Análise,Sim,2020-06-26T00:00:00,2022-06-26T00:00:00,24,3666,"17.002.04.122.0002.2046 Manutenção da Secretaria Municipal de Governo
773 3.3.90.39.00.00 OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA",False,False,,PR
14683,Enviado para Análise,Sim,2024-12-13T00:00:00,2026-12-13T00:00:00,24,68404,"CÓDIGO - CLASSIFICAÇÃO  DA DESPESA

1 Prefeitura Municipal

02 EXECUTIVO MUNICIPAL

02 07 SEC MUN DE OBRAS E SERV. PUBLICOS

020700 SEC MUN DE OBRAS SERVICOS PUBLICOS

26 Transporte

26 782 Transporte Rodoviário

26 782 0021 ESTRADA PARA TODOS

26 782 0021 1208 0000 TRANSF. ESPECIAL PLANO DE AÇÃO Nº 0932024-068404/2024.

FICHA 650
FUN/PROG 3.3.90.39.00OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA -VALOR 200.000,00
CLOC 0.1.706 C.A.  017.002 TRANSF.ESPEC.Nº09032024-068404/2024


FICHA 651
FUN/PROG 4.4.90.52.00EQUIPAMENTOS E MATERIAL PERMANENTE- VALOR 300.000,00
CLOC 0.1.706 C.A.  017.002 TRANSF.ESPEC.Nº09032024-068404/2024
",False,False,,
11222,Enviado para Análise,Sim,2024-12-13T00:00:00,2026-12-13T00:00:00,24,65332,26.782.0363.1.013 - INFRAESTRUTURA RODOVIÁRIA LOCAL – PAVIMENTAÇÃO E OBRAS D´ARTE,False,False,,
26800,Enviado para Análise,Sim,2021-09-24T00:00:00,2022-09-24T00:00:00,12,13207,SECRETARIA DE OBRAS - FUCIONAL 04.122.0006.3009.000 CAT. ECONOMICA 33.90.39.99,False,False,,
14828,Concluído,Sim,2024-12-13T00:00:00,2026-12-13T00:00:00,24,73902,Dotação orçamentária: 2018 - 4.4.90,False,False,,
2614,Enviado para Análise,Sim,2023-09-29T00:00:00,2025-09-29T00:00:00,24,34318,"12.361.0006-1006
4.4.90.51.01.03 – Creches
15.451.0018.1018
4.4.90.51.02.99- OUTROS BENS DE DOMINIO PUBLICO 
",False,False,,
23938,Enviado para Análise,Sim,2021-09-24T00:00:00,2024-09-24T00:00:00,36,9762,"4.4.90.51.00.00 - Obras e Instalações
4.4.90.52.00.00 - Equipamentos e Materiais Permanentes",False,False,,
21215,Em Complementação,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,35113,4.4.90.51.02.02.00.00,False,False,,
27609,Enviado para Análise,Sim,2023-10-02T00:00:00,2025-10-02T00:00:00,24,35557,"449051
",False,False,,
21410,Em Complementação,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,12428,0000927 - 33303.1545115011.439.44905100000.17000000000 PAVIMENTAÇÃO,False,False,,
6995,Enviado para Análise,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,21788,"UNIDADE ORÇAMENTÁRIA 600 SECRETARIA MUNICIPAL DO TRABALHO E ASSISTÊNCIA SOCIAL 
FUNÇÃO : 08 ASSISTÊNCIA SOCIAL
SUB FUNÇÃO : 122- ADMINISTRAÇÃO GERAL 
PROGRAMA : 4-ASSISTÊNCIA SOCIAL 
PROJETO ATIVIDADE:2182 -MANUTENÇÃO DO CONSELHO TUTELAR
CLASSIFICAÇÃO ECONÔMICA :4490520000-EQUIPAMENTOS E MATERIAL PERMANENTE 
ELEMENTO DA DESPESA :9900-OUTROS MATERIAS PERMANENTES
",False,False,,
17202,Enviado para Análise,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,32870,"Órgão orçamentário:
7000 - SEC MUNIC DE TRANSP OBRAS E SERV PÚBLICOS
Unidade orçamentária:
7001 - SEC MUNIC DE TRANSP OBRAS E SERV PÚBLICOS
Despesa:
308 - 1 . 7001 . 26 . 782 . 7 . 1.13 . 0 . 339000
Elemento:
39 - Outros Serviços de Terceiros - Pessoa Jurídica
Detalhamento:
19 - manutenção e conservação de veículos
Controle:
0 - Sem controle de despesa
Fonte de recurso:
176 - Emenda Parlamentar Individual
",False,False,,
2582,Enviado para Análise,Sim,2023-09-29T00:00:00,2026-09-29T00:00:00,36,34918,"06.000 SECRETARIA DE OBRAS, URBANISMO E SANEAMENTO
15 452 1012 2034 MANUT. DAS ATIV. DA SEC. DE OBRAS, URBANISMO E SANEAMENTO
2037 3.3.90.39 00 17063110 OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA 100,00
Total na Classificação 100,00
17 512 1012 2139 AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO D'ÁGUA - TRANSF. ESPECIAL
2038 4.4.90.51 00 17063110 OBRAS E INSTALAÇÕES 276.000,00
Total na Classificação 276.000,00

07.001 FUNDO MUNICIPAL DE SAÚDE
10 301 1013 2140 CONSTRUÇÃO, AMPLIAÇÃO E/OU REFORMA DE UNIDADES DE SAÚDETRANSFERENCIA
ESPECIAL
2039 4.4.90.51 00 17063110 OBRAS E INSTALAÇÕES 126.900,00
Total na Classificação 126.900,00
Total de Suplementações: 403.000,00",False,False,,
7848,Enviado para Análise,Sim,2024-07-03T00:00:00,2026-07-03T00:00:00,24,72136,"02.07.01 10.301.1001.1002 4.4.90.51.00 01774 05 1000242 R$ 2.754.908,45
02.08.01 12.361.2004.1030 3.3.90.00 01776 05 1000242 R$ 410.729,55",False,False,,
21308,Em Complementação,Sim,2023-10-02T00:00:00,2025-10-02T00:00:00,24,35757,4.4.90.51.02.01,False,False,,
29517,Enviado para Análise,Não,2022-07-01T00:00:00,2022-10-01T00:00:00,3,17802,,False,False,,
23040,Em Complementação,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,12149,00000000000,False,False,,
7683,Enviado para Análise,Sim,2024-06-25T00:00:00,2025-06-25T00:00:00,12,67156,"Dotação 21731 Dotação principal 2173
Órgão 2 GABINETE DO PREFEITO E VICE
Unidade 1 Gabinete do Prefeito e Vice
Função 6 Segurança Pública
SubFunção 182 Defesa Civil
Programa 21 Seguranca do Cidadao
Proj/Atividade 1232 Emenda Parlamentar - Luis Carlos Heinze
Categoria 344905100000000 OBRAS E INSTALAÇÕES
344905199060000 INFRAESTRUTURA URBANA - CALAMIDADE
PÚBLICA
Recurso 1227 Emenda Parlamentar - Luis Carlos Heinze",False,False,,
9165,Em Complementação,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,74850,Investimento GND4,False,False,,
10857,Em Complementação,Sim,2021-12-24T00:00:00,2024-12-24T00:00:00,36,13912,Conforme LOA,False,False,,
9580,Em Complementação,Sim,2023-08-30T00:00:00,2024-08-30T00:00:00,12,38448,"32.01.03   25.752.0002.3188  44903900    2706003110
32.01.03   15.451.0022.3181    44905100    2706003110
",False,False,,
15100,Enviado para Análise,Sim,2024-12-12T00:00:00,2027-12-12T00:00:00,36,68243,"ÓRGÃO: 02 - PREFEITURA MUNICIPAL DE ITAMOGI
UNIDADE ORÇAMENTÁRIA: 0206 - SECRETARIA DE VIAÇÃO, OBRAS E SERVIÇOS URBANOS
FUNÇÃO: 15 - URBANISMO
SUBFUNÇÃO: 451 - INFRAESTRUTURA URBANA
PROGRAMA: 1501 - URBANISMO
PROJETO/ATIVIDADE: 1.114 - PAVIMENTAÇÃO EMENDA ESPECIAL
ELEMENTO DE DESPESA: 44905100000 - OBRAS E INSTALAÇÕES
FONTE DE RECURSO: 27060003110 - TRANSFERÊNCIA ESPECIAL DA UNIÃO - EMENDA PARLAMENTAR INDIVIDUAL",False,False,,
2661,Em Complementação,Sim,2024-06-25T00:00:00,2026-06-25T00:00:00,24,65993,Ainda nao foi aberto crédito ,False,False,,
654,Em Complementação,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,75003,"706

Transferência Especial da União

Controle dos recursos transferidos pela União provenientes de emendas individuais impositivas ao orçamento da União, por meio de transferências especiais, nos termos do art. 166-A da Constituição Federal.",False,False,,
23075,Enviado para Análise,Sim,2023-12-26T00:00:00,2026-12-26T00:00:00,36,41938,"02.080 SECRETARIA DE SAÚDE
02.090 FUNDO MUNICIPAL DE SAÚDE",False,False,,
23592,APROVADO,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,20001,02.06.01.15.451.0011.2027.4.4.90.51.00 Administração e Manutenção das Atividades de Infraestrutura Urbana e Rural,False,False,,
9602,Enviado para Análise,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,19019,"02.05.01.15.451.2601.2996- Elemento de Despesa 4.4.90.39.00 - Fonte de Recurso 2.706

02.05.01.15.451.2601.1703 - Elemento de Despesa 4.4.90.39.00 - Fonte de Recurso 2.706",False,False,,
511,Enviado para Análise,Sim,2024-07-03T00:00:00,2026-05-03T00:00:00,22,72133,"01460 02.05.01 4.4.90.51.00 15 451 0016 2070 05 
",False,False,,
21144,Em Complementação,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,12541,02.0006.15.451.1.0017.4.4.90.51,False,False,,
21756,Em Complementação,Sim,2021-08-02T00:00:00,2022-08-02T00:00:00,12,12883,AÇÃO: 2455- INICIAÇÃO ESPORTIVA- SEDEL.,False,False,,
10485,Enviado para Análise,Sim,2024-12-12T00:00:00,2027-12-12T00:00:00,36,72138,"02 PODER EXECUTIVO
 Unidade Orçamentária.. = 02.06 DIVISÃO EDUCAÇÃO
 Unidade Executora..... = 02.06.02 ENSINO FUNDAMENTAL
 Funcional............. = 123610012 Educação
 Projeto/Atividade..... = 1017000 CONSTRUÇÃO, REFORMA E AMPLIAÇÃO PRÉDIOS ESCOLARES - E. FUNDAMENTAL
 Natureza da Despesa... = 4.4.90.51.00.00.00 OBRAS E INSTALAÇÕES",False,False,,
8075,Em Complementação,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,16608,custeio,False,False,,
24831,APROVADO,Sim,2023-08-30T00:00:00,2023-10-30T00:00:00,2,38648, 08.12.4.4.90.51.91 (11680).,False,False,,
8420,APROVADO,Sim,2020-06-26T00:00:00,2021-07-26T00:00:00,13,4529,"Função: 06 - Segurança Pública
Subfunção: 122 - Administração Geral
Ação: 2387 - Modernização da infraestrutura de segurança da guarda municipal
Natureza da Despesa: 4.4.90.52.33 - Equipamentos para áudio, vídeo e foto; 
                                         4.4.90.52.99 - Outros materiais permanentes


01482 130100 0612280062387 05 1000167 44905233
01724 180100 0612280062387 05 1000167 44905299",False,False,,
12671,Em Complementação,Não,2024-12-13T00:00:00,2025-12-13T00:00:00,12,67636,,False,False,,
2846,Em Complementação,Sim,2021-08-02T00:00:00,2022-08-02T00:00:00,12,12127,"0.1.79.1079
4.4.90.52.52",False,False,,
599,Enviado para Análise,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,68844,"13.001 - FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL / FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL
801 - ASSISTÊNCIA SOCIAL GERAL
08.244 - Assistência Social / Assistência Comunitária
1.008 - OBRAS DE INFRAESTRUTURA SOCIAL
76 - 4.4.90.00.00.00.00.00 - APLICACOES DIRETAS 1.701.0000.1064.00 - TRANSFERÊNCIAS VOLUNTÁRIAS ESTADO/OUTROS",False,False,,
10491,Em Complementação,Sim,2023-12-11T00:00:00,2024-12-11T00:00:00,12,30811,"Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 122 0591 1-040 Construção, Reforma e/ou Ampliação de Prédio Público
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 09 - Secretaria Municipal de Finanças, Administração e Planejamento
Função programática - 04 122 0052 1-009 Mobiliário e Aparelhamento da Finanças e Administração
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 04 - Coordenadoria Municipal de Defesa Civil
Função programática - 05 182 0178 1-078 Construção de Casas Residenciais Mistas (Concreto e Madeira) em Área Atingidas por incêndio
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 04 122 0319 1-039 Desapropriação e Indenização de Áreas Urbanas e Rurais
Subelemento - 4.4.90.93.00.00 Indenização e Restituições

Unidade administrativa - 10 - Secretaria Municipal de Educação
Função programática - 12 365 0402 1-015 Construção, Reforma e/ou Ampliação de Creche
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 22 - Secretaria Municipal de Esporte e Lazer
Função programática - 27 122 0052 1-073 Mobiliaria e Aparelhamento da SEMEL
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 18 - Secretaria Municipal de Meio Ambiente e Turismo
Função programática - 18 541 0157 1-065 Mobiliário e Aparelhamento da Secretaria de Meio Ambiente
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 17 - Secretaria Municipal de Agricultura
Função programática - 20 605 0090 1-059 Mobiliário e Aparelhamento da Agricultura
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 19 - Secretaria Municipal de Cultura
Função programática - 13 392 0722 1-068 Construção de Área Cultural
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 02 - Gabinete do Prefeito
Função programática - 04 122 0052 1-003 Mobiliário e Aparelhamento do Gabinete do Prefeito
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 04 122 0319 2-074 Manutenção da Limpeza Públicas em Ruas, Avenidas e Ramais
Subelemento - 3.3.90.39.00.00 Outros Serviços de Terceiros - Pessoa Jurídica

Unidade administrativa - 10 - Secretaria Municipal de Educação
Função programática - 12 365 0020 1-015 Construção, Reforma e/ou Ampliação de Creche
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 452 0505 1-049 Construção, Reforma, Ampliação e Revitalização de Praças
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 451 0591 1-042 Mobiliario e Aparelhamento da Secretaria de Infra-Estrutura - SEMIE
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 04 122 0319 1-038 Desapropriação e Indenização de Áreas Urbanas e Rurais
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 452 0501 1-045 Construção, Reforma e Ampliação de Pontes e Passarelas
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 122 0591 1-041 Construção, Reforma e/ou Ampliação de Prédio Público
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Classificação econômica - 2419.51.01.00.00.00 Transferência Especial da União - Principal",False,False,,
24984,Enviado para Análise,Sim,2023-10-02T00:00:00,2025-10-02T00:00:00,24,35235,Rubrica Orçamentaria: (211144)449051/1144-Obras e Instalações,False,False,,
25393,Enviado para Análise,Sim,2020-06-26T00:00:00,2022-08-26T00:00:00,26,4670,"08.243.0008.1201.0000 4.4.90.52.42 Mobiliário em Geral.
08.243.0008.1201.0000 4.4.90.52.35 Equipamentos de Processamento de Dados
08.243.0008.1201.0000 4.4.90.52.42 Equipamento e Material Permanente
08.243.0008.1201.0000 4.4.90.52.06 Aparelhos e Equipamentos de Comunicação
08.243.0009.1198.0000 4.4.90.51.99 Outras Obras e Instalações",False,False,,
11532,Enviado para Análise,Sim,2024-12-13T00:00:00,2025-06-13T00:00:00,6,69243,25.751.0020.1016.0000,False,False,,
7955,Em Complementação,Sim,2022-07-01T00:00:00,2023-02-01T00:00:00,7,17048,02.15.01.13.392.0033.1037.4.4.90.51.00,False,False,,
19182,Enviado para Análise,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,65314,"Fonte 5 TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS

Aplicação 800 TRANSFERÊNCIAS DA UNIÃO DEOCRRENTES DE EMENDAS PARLAMENTARES

Variação 7 Emenda parl. investimento: Rodrigo Gambale

Categoria econômica: 5.0.01 RP 2024 - GERAL

Elemento Despesa: 52 RP 2024 - GERAL

Sub-Elemento Desp.: 99 RP 2024 - GERAL",False,False,,
6008,Enviado para Análise,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,73466,Construção e Melhoramentos em Vias Urbanas Municipais,False,False,,
6304,Em Complementação,Sim,2022-07-01T00:00:00,2024-07-01T00:00:00,24,19166,COSNTRUÇÃO DE PRAÇA GOURMET NO MUNICIPIO DE IPIXUNA DO PARÁ,False,False,,
30296,Enviado para Análise,Não,2024-12-12T00:00:00,2026-12-12T00:00:00,24,68956,,False,False,,
10451,Em Complementação,Sim,2023-12-11T00:00:00,2024-12-11T00:00:00,12,35475,"Unidade administrativa - 13 - Fundo Municipal de Saúde de Vitória do Jari
Função programática - 10 301 0067 1-023 Construção, Reforma e/ou Ampliação de Unidade Básica de Saúde
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 452 0501 1-044 Construção, Reforma e Ampliação de Pontes e Passarelas
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 452 0501 1-047 Pavimentação de Ruas e Avenidas em Bloquetes
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 02 - Gabinete do Prefeito
Função programática - 04 122 0052 1-079 Aquisição de Veículos para o Gabinete do Prefeito
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 04 122 0319 2-074 Manutenção da Limpeza Pública em Ruas, Avenidas e Ramais
Subelemento - 3.3.90.39.00.00 Outros Serviços de Terceiros - Pessoa Jurídica

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 452 0501 1-045 Pavimentação de Ruas Avenidas e Asfalto
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 451 0591 1- 042 Mobiliário e Aparelhamento da Secretaria de Infra-Estrutura - SEMIE
Subelemento - 4.4.90.52.00.00 Equipamento e Material Permanente

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 15 122 0591 1-040 Construção, Reforma e/ou Ampliação de Prédio Público
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 04 - Coordenadoria Municipal de Defesa Civil
Função programática - 05 182 0178 1-078 Construção de Casas Residenciais Mistas (Concreto e Madeira) em Área Atingida por Incêndio
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - 09 - Secretaria Municipal de Finanças, Administração e Planejamento
Função programática - 04 122 0052 1-009 Mobiliário e Aparelhamento da Finança e Administração
Subelemento - 4.4.90.52.00.00 Equipamentos e Material Permanente

Unidade administrativa - 16 - Secretaria Municipal de Infra-Estrutura
Função programática - 04 122 0319 1-038 Desapropriação e Indenização de Áreas Urbanas e Rurais
Subelemento - 4.4.90.51.00.00 Obras e Instalações

Unidade administrativa - Agência Distrital de Jarilândia 
Função programática - 04 122 0052 2-009 Manutenção do Distrito de Jarilândia
Subelemento - 3.3.90.39.00.00 Outros Serviços de Terceiros - Pessoa Jurídica

Classificação econômica - 2419.51.01.00.00.00 Transferência Especial da União - Principal",False,False,,
15155,Enviado para Análise,Sim,2024-12-12T00:00:00,2025-12-12T00:00:00,12,73006,Projetos de melhoria da infraestrutura das escolas.,False,False,,
7573,Em Complementação,Sim,2024-06-25T00:00:00,2025-12-25T00:00:00,18,66744,secretaria de obras e viação,False,False,,
18878,Em Complementação,Sim,2024-12-13T00:00:00,2025-12-13T00:00:00,12,73694,071225-752-0029-3048,False,False,,
9381,Enviado para Análise,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,34971,"- Construção de uma Quadra poliesportiva no Povoado Bom Jesus no município de Adustina/Ba. 02.009.27.813.009.1.008.4.4.90.51.00
-  Execução de obras/serviços de regularização de subleito, execução de assentamento de meios-fios e de pavimentação de Ruas do Povoado Caimã, Zona Rural do Município, 02.10.000.4.123.014.2.005.4.4.90.51.00
- Construção de Quadra Coberta  com Vestiário na Escola Municipal Josefa Santana Dias , no Povoado Paus Preto, no Município de Adustina/BA, QDD 02.06.001.12.361.003.1.014.4.4.90.51.00
- Execução da Reforma do Mercado Municipal e execução de nova construção, adjacente ao mercado municipal, com piso e cobertura para
a feira livre, na sede do Município de Adustina/BA, QDD 02.10.000.4.123.014.2.005.4.4.90.51.00

",False,False,,
29720,Enviado para Análise,Sim,2023-12-11T00:00:00,2024-08-11T00:00:00,8,38934,"17.511.1000.1040.0000
",False,False,,
11252,Em Complementação,Sim,2021-09-24T00:00:00,2024-09-24T00:00:00,36,9728,"Receita: 1.3.2.1.01.0, Fonte 05, Aplicação: 100.0184
Função: 15, Subfunção: 451",False,False,,
475,Enviado para Análise,Sim,2023-12-08T00:00:00,2025-12-08T00:00:00,24,34228,"Para fazer face às despesas previstas neste projeto serão utilizados recursos orçamentários previstos na seguinte Dotação orçamentária:
Órgão: 2 - Executivo Municipal 
Unidade: 10 - Secretaria de Obras, Viação e Urbanismo 
Ação: 2026 - Manutenção da Secretaria de Obras, Viação e Urbanismo 
Funcional: 0015.0452.1350
Dotação: 4.4.90.51.00 – 1171 – Obras e Instalações
Fonte: 01016 - Emendas Individuais Impositivas - transferência especial - (Inciso I do Art. 166-A da E.C. 105/2019)
",False,False,,
8374,Em Complementação,Sim,2024-12-12T00:00:00,2027-12-12T00:00:00,36,68059,26.782.0342.1.014 – RECUPERAÇÃO E ESTRUTURA DAS ESTRADAS VICINAIS DO MUNICÍPIO,False,False,,
4498,Em Complementação,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,31900,15.451.0005.1026,False,False,,
21981,Em Complementação,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,38507,15-Urbanismo / 451-Infraestrutura Urbana,False,False,,
