id_relatorio_gestao,situacao_relatorio_gestao,parecer_relatorio_gestao,id_plano_acao,uf_beneficiario_plano_acao
7244,EM_ELABORACAO,"Execução de uma rampa náutica    localizada às margens do Rio Ivai, estrada Rampa Náutica - TP 004/2022 ",10380,
7243,DISPONIBILIZADO,"PROCESSO LICITATÓRIO - TOMADA DE PREÇOS Nº 005/2023
PAGAMENTO - 1º BOLETIM DE MEDIÇÃO - 2º BOLETIM DE MEDIÇÃO",16845,
7477,DISPONIBILIZADO,Prestação de contas.,36782,
4753,DISPONIBILIZADO,"A PREFEITURA MUNCIPAL DE SANTA TEREZINHA-PE, inscrito no CNPJ sob o n° 11.358.140/0001-52, neste ato representado pelo o Prefeito Adeilson Lustosa da Silva, bom como o Engenheiro Fiscal da Prefeitura Municipal de Santa Terezinha-PE, Pedro Guedes Pinheiro de Lira, inscrito sob o CREA-PE nº 12588794, RECEBE DEFINITIVAMENTE a obra de construção de pavimentação em paralelepípedos graníticos no Sítio Felipe e na Vila do Tigre Zona Rural de Santa Terezinha-PE, Convite n° 00002/2023, contrato n° 00018/2023, executada pela empresa ESUTA EMPREENDIMENTOS E SERVIÇOS LTDA, CNPJ nº 28.018.256/0001-45, localizada na Rua Padre José Guerel, s/n, bairro São José, Itapetim-PE, FOI CONCLUÍDA nesta data e de acordo com as condições contratuais, normas técnicas em vigor e em obediência aos projetos e especificações técnicas. Santa Terezinha-PE, em 27 de junho de 2023.",19896,
10768,DISPONIBILIZADO,"Apresentamos o RELATÓRIO DE GESTÃO PARCIAL referente à Transferência Especial vinculada ao Plano de Ação 09032022-014548, no valor de R$ 400.000,00, indicado pelo Parlamentar VALDEVAN NOVENTA e vinculado ao Grupo de Natureza de Despesa 4 – INVESTIMENTO. Este relatório está integralmente em conformidade com a INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024, especialmente seu artigo 3º, que estabelece a obrigatoriedade de elaboração de relatório de gestão pelos entes federados beneficiários de transferências especiais, a ser inserido na plataforma Transferegov.br. Todos os documentos e informações requeridos pela instrução normativa supracitada estão anexados abaixo.",14548,
7241,DISPONIBILIZADO,"O município já realizou a execução de todo o recurso recebido referente a esta transferência especial, logo que o mesmo entrou em conta, permanecendo assim, aplicado por um único mês, conforme extratos fornecidos em anexo. Os recursos foram aplicados quase que em sua totalidade na contratação de serviços de terceiros para fornecimento de estrutura para realização da Festa do Peão de Pedranópolis/SP durante o ano de 2023, conforme Pregão Eletrônico nº. 016/2023, em conformidade com a Lei nº. 8666/1993. Todos os itens entregues estavam em conformidade com as descrições do edital e atenderam as necessidades do município para realização desse importante evento, que além de ser um entretenimento para as famílias e turistas que visitam o município, também gera empregos e movimenta a economia local como um todo, sendo assim, extremamente positivo e bem visto pelos munícipes. Os recursos remanescentes da aplicação, no valor de R$ 75,12, foi utilizado para pagamento de conta de Internet do próprio município, na qual é uma importante ferramenta para trabalho e funcionamento dos estabelecimentos públicos, garantindo o atendimento ao público. Em anexo, disponibilizamos também os empenhos e respectivos comprovantes de pagamento das despesas realizadas.",33088,
4309,DISPONIBILIZADO,"       O Centro de Esporte e Lazer Vila Oficinas, localizado na rua Brasilio França nº 134, na Regional Cajuru, cidade de Curitiba – PR, com área de 1.294,89m² é um equipamento público, com salas multiuso, vestiários, quadra poliesportiva e almoxarifado, atende a população curitibana e da Região Metropolitana, oportunizando à prática de atividades físicas, esportivas e de lazer para crianças, jovens, adultos e idosos.

	Devido à grande utilização da comunidade e o tempo de uso do equipamento, foi necessário sua reforma para melhor atender os usuários, assim, deu-se inicio as tratativas para sua melhoria com planos de obras e memorial descritivo da reforma e adaptações através do processo eletrônico nº 01-158758/2021 em parceria com a Secretaria de Obras Públicas – SMOP.
	Através da deliberação 2021/317.001 da Assessoria de Captação de Recursos e Gestão de Investimentos da Secretaria Municipal de Finanças foi possível adquirir a anuência orçamentária com o valor total de R$ 915.324,65 (novecentos e quinze mil trezentos e vinte e quatro reais e sessenta e cinco centavos) para utilização e aprisionamento dos recursos necessários para abertura do certame sendo deliberado as seguintes fontes:

13.001.27812.0002.1026.449051.3.1.261 com valor de R$ 150.000,00 (cento e cinquenta mil reais) utilizando-se a emenda parlamentar especial nº 202130950021 – Evandro Roman, 
plano de ação 09032021010863, ordem de pagamento nº 2021OP004406 empenho nº 2021NE003753 em parceria com Ministério da Economia.

13.001.27812.0002.1026.449051.0.3.007 com valor de R$ 765.324,65 (setecentos e sessenta e cinco mil trezentos e vinte e quatro reais e sessenta e cinco centavos) oriundos de recursos próprios do município de Curitiba.

	Gerada a Autorização para Licitar nº 3497 com objeto: ""Contratação de empresas para prestação de serviços comuns engenharia para manutenção e reforma do Centro de Esporte e Lazer Vila Oficinas"" com a ficha de Obra nº 2670 e encaminhada para Secretaria de Obras Públicas - SMOP para encaminhamentos e confecção do edital de Concorrência Pública nº 028/2021 SMOP/OPE.

	A empresa vencedora foi a Ponto BR Engenharia LTDA – EPP – CNPJ nº 03.783.435/0001-48, homologada com valor global de R$ 822.579,45 (oitocentos e vinte e dois mil quinhentos e setenta e nove reais e quarenta e cinco centavos), gerando o contrato nº 24.768/2022.

	O Município gerou os seguintes empenhos:

Empenho nº 10.836/2022 com valor de R$ 150.000,00
Empenho nº 10.835/2022 com o valor de R$ 672.579,45
	
	A utilização do empenho nº 10.836/2022 com o valor de R$ 150.000,00 foi para pagamento da nota fiscal nº 516 para empresa Ponto BR Engenharia LTDA – EPP – CNPJ nº 03.783.435/0001-48 através do processo eletrônico nº 01-159316/2022 (3ª medição), sendo pago no dia 05/09/2022.

Link Portal da Transparência para conferência das informações:
https://www.transparencia.curitiba.pr.gov.br/sgp/contratodetalhe.aspx?n=24768&o=13&s=1&e=971

	A obra foi entregue para comunidade no dia 21/03/2023 conforme reportagem anexa. 

	Atualmente o Centro de Esporte e Lazer Vila Oficinas possui 14 turmas sistemáticas de esporte e atividade física, atendendo mais de 300 alunos da comunidade em diversas faixas etárias. O espaço possui adaptação para Pessoas com Deficiência (PcD) tornando-se referência para o paradesporto. 

        Além das ações sistemáticas o equipamento realiza ações pontuais de esporte, lazer e atividade física para comunidade em geral, oportunizando parcerias com entidades, associações e outros órgãos governamentais.

        Segue em anexo os documentos:

ANEXO I       - Relatório Geral com Fotos
ANEXO II      - Homologação
ANEXO III     - Contrato 24.768/2022
ANEXO IV     - Empenho nº 10.836/2022
ANEXO V      - Nota Fiscal nº 516
ANEXO VI     - Processo de Pagamento
ANEXO VII    - Comprovante de Pagamento
ANEXO VIII   - Reportagem de Entrega do Equipamento
ANEXO IX     - Relatório de Atividades do CEL Vila Oficinas
",10850,
10840,DISPONIBILIZADO,Compra de ambulância para atendimento na zona urbana e rural do municipio.,16621,
14944,EM_ELABORACAO,"
Este relatório tem como objetivo detalhar a gestão e a aplicação dos recursos recebidos através da emenda especial 20223986003, no valor de R$2.500.000,00, juntamente com os empenhos complementares 1669-2024, 3305-2024 e 3100-2024, nos valores de R$100.000,00, R$232.535,16 e R$294.518,75, respectivamente. Esses recursos foram destinados à reforma do ginásio do município de Rolândia, que incluiu a reforma dos vestiários, do espaço onde funcionava a Secretaria Municipal de Esportes, troca de esquadrias (janelas e portas), pintura geral (paredes, pisos), cercamento e calçamento novo, e a modernização do sistema elétrico para iluminação em LED. A execução dessas obras está vinculada ao contrato 216/2022, referente à Concorrência 007/2022.

Informações sobre a Licitação e o Contrato

 Concorrência 007/2022

- Objeto: Contratação de empresa especializada para execução de reforma dos vestiários, reforma do espaço onde funcionava a Secretaria Municipal de Esportes, troca de esquadrias (janelas e portas), pintura geral (paredes, pisos), cercamento e calçamento novo, e modernização do sistema elétrico em LED.
- Valor Inicial da Licitação: R$3.819.758,01

Empresa Vencedora

- Razão Social: Pottencial Construções Civis e Distribuição de Materiais de Construção Ltda
- CNPJ: 26.000.813/0001-75
- Endereço: Rua Pioneiro João Bispo Pinheiro, 451, Jardim Villar, Jandaia do Sul-PR, CEP 86.900-000
- Representante Legal: Milena Cristina Guilhen Alves

 Valor Contratual

- Preço Global para a Execução: R$3.127.053,91 (três milhões cento e vinte sete mil cinquenta e três reais e noventa e um centavos)
- Contrato Nº: 216/2022

 Recebimento dos Recursos

Os recursos foram depositados na conta 672029-9 da Caixa Econômica Federal. Além do valor principal da emenda, os juros gerados, no valor de R$294.518,75, foram empenhados sob o número 3100-2024 e integralmente aplicados no projeto. A gestão financeira foi realizada em conformidade com as normas vigentes, assegurando transparência e responsabilidade fiscal.

Aplicação dos Recursos

Os valores, incluindo os juros acumulados, foram aplicados na reforma do ginásio do município de Rolândia, conforme estipulado no contrato 216/2022 e na Concorrência 007/2022. A aplicação seguiu o cronograma financeiro e físico da obra, permitindo o pagamento das medições iniciais, de acordo com as notas fiscais emitidas.

 Detalhamento do Pagamento**

Nota Fiscal: 	Recurso emenda	Recurso fonte 000
NF 51 	         R$ 310.076,15	
NF53	         R$ 397.436,55	
NF 59	         R$ 374.403,33	
NF67 	         R$ 413.539,66	
NF73 	         R$ 455.462,47	
NF85 	         R$ 138.170,86	
NF87	         R$ 377.272,97	
NF94	         R$ 17.132,44	
NF102	         R$ 1.506,69	               R$ 52.313,31
NF108		                                       R$ 50.420,38
NF113		
NF114	         R$ 31.718,80	               R$ 5.220,97
NF116		R$ 70.200,00
NF 124		                                       R$ 84.168,50
NF125	        R$ 56.275,05	
NF130	        R$ 69.206,80	
NF137	        R$ 133.624,40	
NF150		R$ 17.947,80
NF152	        R$ 5.200,00	
		
		
		
TOTAL	          R$ 2.781.026,17	          R$ 280.270,96
		
FALTA	R$ 13.492,58	                          R$ 52.264,20


Descrição: Reforma dos vestiários, reforma do espaço onde funcionava a Secretaria Municipal de Esportes, troca de esquadrias, pintura geral, cercamento e calçamento novo, modernização do sistema elétrico para iluminação em LED.

Valor Total da Medição: R$3.127.053,91

Os recursos foram distribuídos da seguinte forma:

- Valor da Emenda 20223986003: R$2.500.000,00 (Empenho Nº 17315/22)
- Empenho 3100-2024 (Juros acumulados): R$294.518,75
- Empenho 1669-2024: R$100.000,00
- Empenho 3305-2024: R$232.535,16


 Importância dos Recursos Recebidos

Os valores recebidos, incluindo os juros acumulados, foram essenciais para viabilizar a reforma do ginásio, garantindo a execução do projeto dentro dos prazos estipulados. A contribuição dos recursos federais, complementada pelos empenhos e recursos municipais, permitiu a execução integral da primeira fase da obra, impactando positivamente a infraestrutura esportiva e a qualidade de vida dos munícipes de Rolândia.

 Conclusão

A gestão eficiente dos recursos provenientes da emenda 20223986003, dos juros acumulados sob o empenho 3100-2024, e dos empenhos 1669-2024 e 3305-2024 foi crucial para a realização da reforma do ginásio em Rolândia. A aplicação responsável e transparente dos valores assegurou a execução do contrato 216/2022, demonstrando o compromisso da administração municipal com a melhoria da infraestrutura local. Agradecemos aos parlamentares e demais envolvidos pelo apoio e confiança depositada no município.

 Anexos
- Documentos da licitação
- Comprovantes de Aporte na Conta 672029-9 da Caixa Econômica Federal
- Notas Fiscais
- Contrato 216/2022
- Concorrência 007/2022
- Extrato da Conta",20301,
2363,DISPONIBILIZADO,"RELATÓRIO DE GESTÃO – ALESSANDRO VIEIRA

Transferência Especial 2021, oriunda da emenda n° 202141440001 do Deputado Alessandro Vieira, o qual indicou o montante de R$ 200.000,00 (duzentos mil reais) para serviços de investimento para o município de Carmópolis/SE. Dentro desse plano de ação, o recurso foi utilizado para custear o seguinte objeto:

1 - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO RAMO DE CONSTRUÇÃO CIVIL PARA  NOVA SEDE DA GUARDA MUNICIPAL DE CARMÓPOLIS:

Para executar a Nova Sede da Guarda Municipal de Carmópolis, foi realizado Processo Licitatório TP 01/2022, cuja empresa vencedora foi a JR CONSTRUÇÕES E EMPREENDIMENTOS, no valor total de R$ 305.797,21. . Destes, R$ 237.966,52 é referente ao contrato inicial (43/2022) e a diferença referente a dois termos aditivos a este: 1º aditivo de acréscimo no valor de R$ 95.615,48 e um 2º aditivo de supressão no valor de R$ 27.784,78. O valor da emenda será usado para pagamento parcial dessa obra, nos seguintes termos de pagamento:

•	Realizado pagamento do 1º Boletim de medição, no valor de no valor de R$ 46.741,61 conforme nota fiscal n° 0002/2022;
•	Realizado pagamento do 2º Boletim de medição, no valor de no valor de R$ 58.890,72 conforme nota fiscal n° 0003/2022;
•	Realizado pagamento do 3º Boletim de medição, no valor de R$ 47.499,30 conforme nota fiscal n° 0004/2022;
•	Realizado pagamento do 4º Boletim de medição, no valor de R$ 37.324,81 conforme nota fiscal n° 0006/2022;
•	Realizado pagamento do 5º Boletim de medição, no valor de R$ 75.901,32 conforme nota fiscal n° 0007/2022;
•	Realizada complementação do pagamento de medição, no valor de R$ 39.439,45.

CUMPRE SALIENTAR QUE O TOTAL UTILIZADO REFERENTE À EMENDA, QUAL SEJA, R$ 200.000,00 (DUZENTOS MIL REAIS) FORAM PAGOS NAS MEDIÇÕES 1 A 4, EM SUA TOTALIDADE, E PARTE DESTE TOTAL PAGO NA MEDIÇÃO 5. SENDO O RESTANTE, CUSTEADO COM RECURSOS DO PRÓPRIO MUNICÍPIO.

Seguem, em anexo, os registros fotográficos da execução.

Justificativa: Com o intuito de fortalecer a infraestrutura do município e ampliar a segurança dos bens patrimoniais e moradores, colaborando efetivamente com a preservação da ordem pública, a execução deste objeto visa facilitar o cumprimento do papel de poder de polícia administrativa desta corporação. O novo espaço garantirá agilidade e ainda mais conforto para atuação dos profissionais que atendem a população. 
",13216,
4077,EM_ELABORACAO,Inclusão de Documentos de Licitação e Prestação de Contas,12357,
4085,DISPONIBILIZADO,"DESCRIÇÃO DO INVESTIMENTO:
CONSTRUÇÃO DE CAMPO DE GRAMA SINTÉTICA, PADRÃO FUT 06, COM 924,00 M2 ONDE O MESMO FOI INSTALADO AO LADO DO GINÁSIO JAIME VERISSIMO DE CAMPOS NO MUNICIPIO DE PARANAITA MT, JUNTAMENTE COM CALÇAMENTO EM PAVER, VISANDO PROMOVER O LAZER DOS MORADORES DO MUNICIPIO, BEM COMO, O DESPERTAR E INCENTIVO ÀS PRÁTICAS ESPORTIVAS.
",12692,
4082,DISPONIBILIZADO,AQUISIÇÃO DE ÓLEO DIESEL S-10 PARA RESTAURAÇÃO DE ESTRADAS VICINAIS NO MUNICIPIO DE XINGUARA. ,11090,
11052,DISPONIBILIZADO,"Relatório de Gestão 2022
Faz parte integrante deste relatório as documentações abaixo relacionadas:
•	Relação de Pagamentos;
•	Demonstrativo da Execução da Receita e da Despesa;
•	Demonstrativo de Rendimentos;
•	Relatório Fotográfico.",21332,
4310,EM_ELABORACAO,DRENAGEM RUA ARTHUR NAPOLEAO,16966,
11466,EM_ELABORACAO,"Os recursos provenientes da emenda especial foram utilizados para a Pintura externa e manutenção parcial do ginásio de esportes de Ubiratã, incluindo serviços preliminares, pinturas e reparos gerais e  destinados também à Reforma da quadra poliesportiva do bairro Recife, conforme o projeto e a tabela SINAP.",35861,
4831,DISPONIBILIZADO,Serviços de concretagem asfáltica.,21663,
14934,EM_ELABORACAO,"Construção da Escola Rural João de Deus Rodrigues - Bujari (R$ 1.500.000,00)",64941,
14526,EM_ELABORACAO,Notificação Conselho,74436,
2086,DISPONIBILIZADO,"OBRA FINALIZADA. INFORMAÇOES: PRC nº  019/2022 / TP nº 02/2022 - PUBLICAÇÕES DOU : EDITAL= 02/02/2022 - HOMOLOGAÇÃO -  17/03/2022 -  CONTRATO –  12/04/2022.  ORDEM DE SERVIÇOS – 29/03/2022
CONCLUSÃO DA OBRA: 22/12/2023 -VALOR TOTAL COM ADITIVOS : R$ 236.466,15
 OBJETO: CONSTRUÇÃO DE ALAMBRADO, IRRIGAÇÃO E PLANTIO DE GRAMA PARA CONSTRUÇÃO DO NOVO ESTÁDIO DE FUTEBOL DO MUNICÍPIO DE JURUAIA/MG  - Empresa: MARCO AURÉLIO PEREIRA RODRIGUES - CONTRATO nº 18/2022 - OS: 02/2022 , de 29/03/2022..",9598,
14525,EM_ELABORACAO,Notificação Conselho,73947,
4087,EM_ELABORACAO,.,22436,
4089,DISPONIBILIZADO,Anexo de processo de processo licitatório para aquisição de Equipamento de proteção Individual para uso progressivo da Força; Aquisição de materiais permanentes para mobiliar a Semiliberdade e aquisição de Parque tecnológico para suprir as necessidades da FCRIA.,9985,
7246,EM_ELABORACAO,"O presente relatório objetiva o atendimento ao poder público municipal,  entidades do terceiro setor, conforme oficio do parlamentar em anexo ao relatório de gestão, contemplados pelos processo licitatórios, pregão TVs 49/22, pregão Assemucig 003/2023, pregão ascom 002/2023 e o 035/2023",18151,
4559,DISPONIBILIZADO,"- OBJETO: PAVIMENTAÇÃO E SINALIZAÇÃO EM VIA URBANA DO MUNICÍPIO DE VITOR MEIRELES/SC, VIA TRANSFERÊNCIA ESPECIAL, PROGRAMA: 0903, EMENDA: 202022100018 - INVESTIMENTO, CONTENDO AS RUAS ALFREDO MENEGHELLI E YOLANDA MORETTI PARCIAL.
- EDITAL DE LICITAÇÃO nº 29/2020 – Tomada de Preço Obras e Serviços Engenharia 8/2020;
- TERMO DE CONTRATO nº 42/2020.
- ORDEM DE INICIO DE SERVIÇO Nº: 09/2020.
",3378,SC
16212,DISPONIBILIZADO,Relatório de gestão parcial,20712,
4091,EM_ELABORACAO,x,20475,
4945,EM_ELABORACAO,Construção de Praça - Monte Sinai.,12393,
15468,DISPONIBILIZADO,"RECURSO UTILIZADO PARA PAGAMENTO DE PARTE DE SERVIÇOS DE PAVIMENTAÇÃO DE RUAS E PAGAMENTO DE PARTE DE PAGAMENTO DE AQUISIÇÃO DE ÔNIBUS ESCOLAR. O VALOR DESSA EMENDA FOI JUNTADO COM OUTRAS DUAS EMENDAS (202239760004 E 202241000001 QUE, INCLUSIVE, FORAM DEPOSITADOS PELA UNIÃO NA MESMA CONTA, SENDO ELA DO BANCO DOBRASIL, AGÊNCIA: 1420-6, CONTA: 17.277-4 . FORAM SOMADOS OS VALORES PARA UTILIZAÇÃO NOS OBJETOS, CONFORME CONSTA DOS EXTRATOS BANCÁRIOS, EM ANEXO. ",19936,
7249,DISPONIBILIZADO,"Contratação de empresa especializada, pelo regime de empreitada global, do tipo menor preço, para execução de obra de ampliação do pavilhão junto ao Horto Florestal.",18365,
14933,EM_ELABORACAO,Pregão Eletrônico nº 083/2024- Processo nº 00155/2024,41817,
7248,EM_ELABORACAO,Objeto em Execução conforme documentos em anexo.,14867,
15376,EM_ELABORACAO,Pavimentação com Pedras irregulares e aquisição de esquipamentos agrícolas,70616,
